uri,prefLabel,definition,altLabel,id
http://vocab.nerc.ac.uk/collection/P07/current/W2YRLZ9N/,eastward_sea_water_velocity_due_to_ekman_drift,"A velocity is a vector quantity. ""Eastward"" indicates a vector component which is positive when directed eastward (negative westward).The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase.",,SDN:P07::W2YRLZ9N
http://vocab.nerc.ac.uk/collection/P07/current/CZCXUVJ2/,radioactivity_concentration_of_249Cm_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cm"" means the element ""curium"" and ""249Cm"" is the isotope ""curium-249"" with a half-life of 4.43e-02 days.",,SDN:P07::CZCXUVJ2
http://vocab.nerc.ac.uk/collection/P07/current/CFSN0777/,sea_surface_height_above_reference_ellipsoid,"""Height_above_X"" means the vertical distance above the named surface X. ""Sea surface height"" is a time-varying quantity. A reference ellipsoid is a regular mathematical figure that approximates the irregular shape of the geoid. A number of reference ellipsoids are defined for use in the field of geodesy. The geoid is a surface of constant geopotential with which mean sea level would coincide if the ocean were at rest. To specify which reference ellipsoid is being used, a grid_mapping variable should be attached to the data variable as described in Chapter 5.6 of the CF Convention. The standard name for the height of the sea surface above the geoid is sea_surface_height_above_geoid. The standard name for the height of the sea surface above mean sea level is sea_surface_height_above_mean_sea_level.",,SDN:P07::CFSN0777
http://vocab.nerc.ac.uk/collection/P07/current/JV4KKW4W/,radioactivity_concentration_of_106Rh_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Rh"" means the element ""rhodium"" and ""106Rh"" is the isotope ""rhodium-106"" with a half-life of 3.46e-04 days.",,SDN:P07::JV4KKW4W
http://vocab.nerc.ac.uk/collection/P07/current/Y7NOULT3/,mass_ratio_of_moisture_to_dry_soil,"The quantity with standard name mass_ratio_of_moisture_to_dry_soil is also known as the water content of a soil or the wet-basis gravimetric moisture content. It is the ratio of the mass of water (liquid and solid) to the mass of the dried sample.The phrase ""ratio_of_X_to_Y"" means X/Y. It may be expressed as a fraction, a percentage, or any other dimensionless representation of a fraction.",,SDN:P07::Y7NOULT3
http://vocab.nerc.ac.uk/collection/P07/current/CF12N497/,mole_concentration_of_nox_expressed_as_nitrogen_in_air,"""Mole concentration"" means number of moles per unit volume, also called ""molarity"", and is used in the construction ""mole_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". ""Nox"" means a combination of two radical species containing nitrogen and oxygen: NO+NO2. The phrase ""expressed_as"" is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A.",,SDN:P07::CF12N497
http://vocab.nerc.ac.uk/collection/P07/current/CRK2STEM/,blue_component_of_toa_outgoing_shortwave_flux_expressed_as_rgb_color,"Blue corresponds to the blue component of the RGB model. The term ""shortwave"" means shortwave radiation. The abbreviation ""toa"" means top of atmosphere. The TOA outgoing shortwave flux is the reflected and scattered solar radiative flux, i.e., the ""upwelling"" TOA shortwave flux, sometimes called the ""outgoing shortwave radiation"" or ""OSR"". In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics. The intensity is scaled relative to a reference intensity or the maximum possible value. It is recommended that the variable attributes valid_min and valid_max or valid_range are used to denote the range of possible values (e.g., 0 to 1, 0 to 255, 0 to 65,535). The radiation wavelength or frequency range for blue can be denoted as bounds of a scalar coordinate variable.",,SDN:P07::CRK2STEM
http://vocab.nerc.ac.uk/collection/P07/current/N4AII95X/,surface_radioactivity_content_of_211Bi,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Bi"" means the element ""bismuth"" and ""211Bi"" is the isotope ""bismuth-211"" with a half-life of 1.49e-03 days.",,SDN:P07::N4AII95X
http://vocab.nerc.ac.uk/collection/P07/current/CFV15A2/,eastward_water_vapor_flux_in_air,"""Eastward"" indicates a vector component which is positive when directed eastward (negative westward).  In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",,SDN:P07::CFV15A2
http://vocab.nerc.ac.uk/collection/P07/current/CFSN0651/,eastward_water_vapor_flux,"'Eastward' indicates a vector component which is positive when directed eastward (negative westward). In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.",,SDN:P07::CFSN0651
http://vocab.nerc.ac.uk/collection/P07/current/DZI6A0GM/,integral_wrt_time_of_radioactivity_concentration_of_54Mn_in_air,"The phrase ""integral_wrt_X_of_Y"" means int Y dX. The data variable should have an axis for X specifying the limits of the integral as bounds. The phrase ""wrt"" means ""with respect to"". ""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Mn"" means the element ""manganese"" and ""54Mn"" is the isotope ""manganese-54"" with a half-life of 3.12e+02 days.",,SDN:P07::DZI6A0GM
http://vocab.nerc.ac.uk/collection/P07/current/CFSN0756/,atmosphere_kinetic_energy_content,"'Content' indicates a quantity per unit area. The 'atmosphere content' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used.",,SDN:P07::CFSN0756
http://vocab.nerc.ac.uk/collection/P07/current/UGFBIHTV/,integral_wrt_time_of_radioactivity_concentration_of_90mY_in_air,"The phrase ""integral_wrt_X_of_Y"" means int Y dX. The data variable should have an axis for X specifying the limits of the integral as bounds. The phrase ""wrt"" means ""with respect to"". ""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Y"" means the element ""yttrium"" and ""90mY"" is the metastable state of the isotope ""yttrium-90"" with a half-life of 1.33e-01 days.",,SDN:P07::UGFBIHTV
http://vocab.nerc.ac.uk/collection/P07/current/CFSN0769/,atmosphere_sulfate_content,"'Content' indicates a quantity per unit area. The 'atmosphere content' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used.",,SDN:P07::CFSN0769
http://vocab.nerc.ac.uk/collection/P07/current/CFSNA002/,atmosphere_so4_content,"'Content' indicates a quantity per unit area. The 'atmosphere content' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used.",,SDN:P07::CFSNA002
http://vocab.nerc.ac.uk/collection/P07/current/BBAH2155/,atmosphere_mass_content_of_sulfate,"""Content"" indicates a quantity per unit area. The ""atmosphere content"" of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used.",,SDN:P07::BBAH2155
http://vocab.nerc.ac.uk/collection/P07/current/OU34YZR9/,radioactivity_concentration_of_116mIn_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""In"" means the element ""indium"" and ""116mIn"" is the metastable state of the isotope ""indium-116"" with a half-life of 3.77e-02 days.",,SDN:P07::OU34YZR9
http://vocab.nerc.ac.uk/collection/P07/current/DE9VJB0A/,tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_wet_deposition,"""Content"" indicates a quantity per unit area. The ""atmosphere content"" of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including ""content_of_atmosphere_layer"" are used. The mass is the total mass of the particles. ""Aerosol"" means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. Aerosol particles take up ambient water (a process known as hygroscopic growth) depending on the relative humidity and the composition of the particles. ""Dry aerosol particles"" means aerosol particles without any water uptake. The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Wet deposition"" means deposition by precipitation. ""tendency_of_X"" means derivative of X with respect to time. The chemical formula for the sulfate anion is SO4(2-).",,SDN:P07::DE9VJB0A
http://vocab.nerc.ac.uk/collection/P07/current/KCKKUJTQ/,tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_expressed_as_sulfur_due_to_wet_deposition,"The phrase ""tendency_of_X"" means derivative of X with respect to time. ""Content"" indicates a quantity per unit area. The ""atmosphere content"" of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including ""content_of_atmosphere_layer are used"". ""Aerosol"" means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. Aerosol particles take up ambient water (a process known as hygroscopic growth) depending on the relative humidity and the composition of the particles. ""Dry aerosol particles"" means aerosol particles without any water uptake. The phrase ""expressed_as"" is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Wet deposition"" means deposition by precipitation. The chemical formula for the sulfate anion is SO4(2-).",,SDN:P07::KCKKUJTQ
http://vocab.nerc.ac.uk/collection/P07/current/CFV15A27/,tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_expressed_as_sulfur_due_to_wet_deposition,"""Content"" indicates a quantity per unit area. The ""atmosphere content"" of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used. The phrase ""expressed_as"" is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. ""Aerosol"" means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. Aerosol particles take up ambient water (a process known as hygroscopic growth) depending on the relative humidity and the composition of the particles. ""Dry aerosol particles"" means aerosol particles without any water uptake. The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Wet deposition"" means deposition by precipitation. ""tendency_of_X"" means derivative of X with respect to time. The chemical formula for the sulfate anion is SO4(2-).",,SDN:P07::CFV15A27
http://vocab.nerc.ac.uk/collection/P07/current/JLQR80ZZ/,surface_radioactivity_content_of_249Bk,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Bk"" means the element ""berkelium"" and ""249Bk"" is the isotope ""berkelium-249"" with a half-life of 3.15e+02 days.",,SDN:P07::JLQR80ZZ
http://vocab.nerc.ac.uk/collection/P07/current/504FSRM3/,surface_radioactivity_content_of_153Sm,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Sm"" means the element ""samarium"" and ""153Sm"" is the isotope ""samarium-153"" with a half-life of 1.94e+00 days.",,SDN:P07::504FSRM3
http://vocab.nerc.ac.uk/collection/P07/current/MIKARMGJ/,radioactivity_concentration_of_91Y_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Y"" means the element ""yttrium"" and ""91Y"" is the isotope ""yttrium-91"" with a half-life of 5.86e+01 days.",,SDN:P07::MIKARMGJ
http://vocab.nerc.ac.uk/collection/P07/current/7FIU8PCM/,atmosphere_optical_thickness_due_to_pm1_ambient_aerosol_particles,"The optical thickness is the integral along the path of radiation of a volume scattering/absorption/attenuation coefficient. The radiative flux is reduced by a factor exp(-optical_thickness) on traversing the path. The atmosphere optical thickness applies to radiation passing through the entire atmosphere. A coordinate variable of radiation_wavelength or radiation_frequency can be specified to indicate that the optical thickness applies at specific wavelengths or frequencies. ""Aerosol"" means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. ""Ambient aerosol particles"" are aerosol particles that have taken up ambient water through hygroscopic growth. The extent of hygroscopic growth depends on the relative humidity and the composition of the particles. ""Pm1 aerosol"" means atmospheric particulate compounds with an aerodynamic diameter of less than or equal to 1 micrometer. The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase.",,SDN:P07::7FIU8PCM
http://vocab.nerc.ac.uk/collection/P07/current/CFV7N69/,atmosphere_optical_thickness_due_to_pm1_ambient_aerosol,"The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. The optical thickness is the integral along the path of radiation of a volume scattering/absorption/attenuation coefficient. The radiative flux is reduced by a factor exp(-optical_thickness) on traversing the path. The atmosphere optical thickness applies to radiation passing through the entire atmosphere. ""Aerosol"" means the suspended liquid or solid particles in air (except cloud droplets). ""Ambient aerosol"" is aerosol that has taken up ambient water through hygroscopic growth. The extent of hygroscopic growth depends on the relative humidity and the composition of the aerosol. ""Pm1 aerosol"" is an air pollutant with an aerodynamic diameter of less than or equal to 1 micrometer.",,SDN:P07::CFV7N69
http://vocab.nerc.ac.uk/collection/P07/current/7M8RPACU/,surface_radioactivity_content_of_211Pb,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Pb"" means the element ""lead"" and ""211Pb"" is the isotope ""lead-211"" with a half-life of 2.51e-02 days.",,SDN:P07::7M8RPACU
http://vocab.nerc.ac.uk/collection/P07/current/CF12N177/,atmosphere_moles_of_sulfur_dioxide,"The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for sulfur dioxide is SO2.",,SDN:P07::CF12N177
http://vocab.nerc.ac.uk/collection/P07/current/5MVBWBC4/,integral_wrt_depth_of_sea_water_absolute_salinity_expressed_as_salt_mass_content,"The phrase ""integral_wrt_X_of_Y"" means int Y dX. To specify the limits of the integral the data variable should have an axis for X and associated coordinate bounds. If no axis for X is associated with the data variable, or no coordinate bounds are specified, it is assumed that the integral is calculated over the entire vertical extent of the medium, e.g, if the medium is air the integral is assumed to be calculated over the full depth of the atmosphere. The abbreviation ""wrt"" means ""with respect to"". Depth is the vertical distance below the surface. Absolute Salinity, S_A, is defined as part of the Thermodynamic Equation of Seawater 2010 (TEOS-10) which was adopted in 2010 by the Intergovernmental Oceanographic Commission (IOC). It is the mass fraction of dissolved material in sea water. Absolute Salinity incorporates the spatial variations in the composition of sea water. This type of Absolute Salinity is also called ""Density Salinity"". TEOS-10 estimates Absolute Salinity as the salinity variable that, when used with the TEOS-10 expression for density, yields the correct density of a sea water sample even when the sample is not of Reference Composition. In practice, Absolute Salinity is often calculated from Practical Salinity using a spatial lookup table of pre-defined values of the Absolute Salinity Anomaly. It is recommended that the version of (TEOS-10) software and the associated Absolute Salinity Anomaly climatology be specified within metadata by attaching a comment attribute to the data variable. Reference: www.teos-10.org; Millero et al., 2008 doi: 10.1016/j.dsr.2007.10.001. There are also standard names for the precisely defined salinity quantities sea_water_knudsen_salinity, S_K (used for salinity observations between 1901 and 1966), sea_water_cox_salinity, S_C (used for salinity observations between 1967 and 1977), sea_water_practical_salinity, S_P (used for salinity observations from 1978 onwards), sea_water_preformed_salinity, S_*, and sea_water_reference_salinity. Salinity quantities that do not match any of the precise definitions should be given the more general standard name of sea_water_salinity.",,SDN:P07::5MVBWBC4
http://vocab.nerc.ac.uk/collection/P07/current/CFSN0348/,soil_hydraulic_conductivity_at_saturation,"Hydraulic conductivity is the constant k in Darcy's Law q=-k grad h for fluid flow q (volume transport per unit area i.e. velocity) through a porous medium, where h is the hydraulic head (pressure expressed as an equivalent depth of water).",,SDN:P07::CFSN0348
http://vocab.nerc.ac.uk/collection/P07/current/CEEEHJEC/,tendency_of_atmosphere_mass_content_of_benzene_due_to_emission_from_land_transport,"""tendency_of_X"" means derivative of X with respect to time. ""Content"" indicates a quantity per unit area. The ""atmosphere content"" of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including ""content_of_atmosphere_layer"" are used. The mass is the total mass of the molecules. The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Emission"" means emission from a primary source located anywhere within the atmosphere, including at the lower boundary (i.e. earth&amp;apos;s surface). ""Emission"" is a process entirely distinct from ""re-emission"" which is used in some standard names. The chemical formula for benzene is C6H6. Benzene is the simplest aromatic hydrocarbon and has a ring structure consisting of six carbon atoms joined by alternating single and double chemical bonds. Each carbon atom is additionally bonded to one hydrogen atom. There are standard names that refer to aromatic_compounds as a group, as well as those for individual species. The ""land transport"" sector includes fuel combustion activities related to road transportation, railways and other transportation.  ""Land transport"" is the term used in standard names to describe a collection of emission sources. A variable which has this value for the standard_name attribute should be accompanied by a comment attribute which lists the source categories and provides a reference to the categorization scheme, for example, ""IPCC (Intergovernmental Panel on Climate Change) source categories 1A3b, 1A3c and 1A3e as defined in the 2006 IPCC guidelines for national greenhouse gas inventories"".",,SDN:P07::CEEEHJEC
http://vocab.nerc.ac.uk/collection/P07/current/GNY52N40/,difference_between_sea_surface_subskin_temperature_and_sea_surface_temperature,"This variable quantifies the temperature difference between the top of the diurnal warm layer (sea_surface_subskin_temperature) and the in-situ measured sea surface temperature at depth (sea_surface_temperature). A diurnal warm layer can develop in the top few meters of the ocean through the absorption of solar radiation, if surface mixing is sufficiently weak.",,SDN:P07::GNY52N40
http://vocab.nerc.ac.uk/collection/P07/current/CFSN0405/,pseudo_equivalent_temperature,,,SDN:P07::CFSN0405
http://vocab.nerc.ac.uk/collection/P07/current/NEYH0YV3/,air_pseudo_equivalent_temperature,"The pseudoequivalent temperature is also known as the adiabatic equivalent temperature. It is the temperature that an air parcel would have after undergoing the following process: dry-adiabatic expansion until saturated; pseudoadiabatic expansion until all moisture is precipitated out; dry-adiabatic compression to the initial pressure. Reference: AMS Glossary http://glossary.ametsoc.org/wiki/Equivalent_temperature. This quantity is distinct from the isobaric equivalent temperature, also known as equivalent temperature, which has the standard name air_equivalent_temperature. It is strongly recommended that a variable with this standard name should have a units_metadata attribute, with one of the values ""on-scale"" or ""difference"", whichever is appropriate for the data, because it is essential to know whether the temperature is on-scale (meaning relative to the origin of the scale indicated by the units) or refers to temperature differences (implying that the origin of the temperature scale is irrevelant), in order to convert the units correctly (cf. https://cfconventions.org/cf-conventions/cf-conventions.html#temperature-units).",,SDN:P07::NEYH0YV3
http://vocab.nerc.ac.uk/collection/P07/current/OW7KJRXV/,sea_surface_wave_stokes_drift_x_velocity,"A velocity is a vector quantity. ""x"" indicates a vector component along the grid x-axis, positive with increasing x. The Stokes drift velocity is the average velocity when following a specific fluid parcel as it travels with the fluid flow. For instance, a particle floating at the free surface of water waves, experiences a net Stokes drift velocity in the direction of wave propagation.",,SDN:P07::OW7KJRXV
http://vocab.nerc.ac.uk/collection/P07/current/CFV10N51/,water_flux_out_of_sea_water,"The quantity water_flux_out_of_sea_water is the quantity with  standard name water_flux_into_sea_water multiplied by -1. ""Water"" means water in all phases. The water flux out of sea water is the freshwater leaving as a result of precipitation, evaporation, river outflow, sea-ice and any water flux relaxation(s) and correction(s) that may have been applied. In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",,SDN:P07::CFV10N51
http://vocab.nerc.ac.uk/collection/P07/current/KWEEWGY6/,soil_liquid_water_content,"""Content"" indicates a quantity per unit area. The ""soil content"" of a quantity refers to the vertical integral from the surface down to the bottom of the soil model. For the content between specified levels in the soil, standard names including ""content_of_soil_layer"" are used.",,SDN:P07::KWEEWGY6
http://vocab.nerc.ac.uk/collection/P07/current/TISEXP3S/,sea_surface_wave_mean_from_direction,"The wave direction in each frequency band, calculated from the first-order components of the wave directional spectrum. The full directional wave spectrum is described as a Fourier series: S = a0/2 + a1cos(theta) + b1sin(theta) + a2cos(2theta) + b2sin(2theta). The Fourier coefficients a1, b1, a2, & b2 can be converted to polar coordinates as follows: R1 = (SQRT(a1a1+b1b1))/a0, R2 = (SQRT(a2a2+b2b2))/a0, ALPHA1 = 270.0-ARCTAN(b1,a1), ALPHA2 = 270.0-(0.5*ARCTAN(b2,a2)+{0 or 180, whichever minimizes the difference between ALPHA1 and ALPHA2}). ALPHA1 is the mean wave direction, which is determined from the first-order Fourier coefficients. This spectral parameter is a separate quantity from the bulk parameter (MWDIR), which has the standard name sea_surface_wave_from_direction_at_variance_spectral_density_maximum. The phrase ""from_direction"" is used in the construction X_from_direction and indicates the direction from which the velocity vector of X is coming. The direction is a bearing in the usual geographical sense, measured positive clockwise from due north.",,SDN:P07::TISEXP3S
http://vocab.nerc.ac.uk/collection/P07/current/CFV7N57/,mole_fraction_of_propene_in_air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.",,SDN:P07::CFV7N57
http://vocab.nerc.ac.uk/collection/P07/current/N3GAS3T7/,silicate_mass_transport_in_river_channel,"The amount of silicate mass transported in the river channels from land into the ocean. This quantity can be provided at a certain location within the river network and floodplain (over land) or at the river mouth (over ocean) where the river enters the ocean. ""River"" refers to water in the fluvial system (stream and floodplain).",,SDN:P07::N3GAS3T7
http://vocab.nerc.ac.uk/collection/P07/current/CF12N277/,mass_concentration_of_hypobromous_acid_in_air,"Mass concentration means mass per unit volume and is used in the construction mass_concentration_of_X_in_Y, where X is a material constituent of Y.  A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. The chemical formula for hypobromous acid is HOBr.",,SDN:P07::CF12N277
http://vocab.nerc.ac.uk/collection/P07/current/ZCTV5X1C/,carbon_mass_transport_in_river_channel,"The amount of total carbon mass transported in the river channels from land into the ocean. This quantity can be provided at a certain location within the river network and floodplain (over land) or at the river mouth (over ocean) where the river enters the ocean. ""River"" refers to water in the fluvial system (stream and floodplain).",,SDN:P07::ZCTV5X1C
http://vocab.nerc.ac.uk/collection/P07/current/5UY43J8S/,growth_limitation_of_diatoms_due_to_solar_irradiance,"Diatoms are phytoplankton with an external skeleton made of silica. Phytoplankton are algae that grow where there is sufficient light to support photosynthesis. The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Irradiance"" means the power per unit area (called radiative flux in other standard names), the area being normal to the direction of flow of the radiant energy. Solar irradiance is essential to the photosynthesis reaction and its presence promotes the growth of phytoplankton populations. ""Growth limitation due to solar irradiance"" means the ratio of the growth rate of a species population in the environment (where the amount of sunlight reaching a location may be limited) to the theoretical growth rate if there were no such limit on solar irradiance.",,SDN:P07::5UY43J8S
http://vocab.nerc.ac.uk/collection/P07/current/NPFZGDL4/,sea_ice_melt_pond_thickness,"""Thickness"" means the vertical extent of a layer. Melt ponds occur on top of the existing sea ice. ""Sea ice"" means all ice floating in the sea which has formed from freezing sea water, rather than by other processes such as calving of land ice to form icebergs.",,SDN:P07::NPFZGDL4
http://vocab.nerc.ac.uk/collection/P07/current/CF12N1/,atmosphere_mass_content_of_acetic_acid,"""Content"" indicates a quantity per unit area.  The ""atmosphere content"" of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used.  The chemical formula for acetic_acid is CH3COOH. The IUPAC name for acetic acid is ethanoic acid.",,SDN:P07::CF12N1
http://vocab.nerc.ac.uk/collection/P07/current/CFSN0198/,surface_water_amount,"The surface called 'surface' means the lower boundary of the atmosphere. 'Amount' means mass per unit area. 'Water' means water in all phases, including frozen i.e. ice and snow. Surface amount refers to the amount on the ground, excluding that on the plant or vegetation canopy.",,SDN:P07::CFSN0198
http://vocab.nerc.ac.uk/collection/P07/current/CFV13A8/,tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_melting_to_cloud_liquid_water,"The phrase ""tendency_of_X"" means derivative of X with respect to time. ""Mass fraction"" is used in the construction mass_fraction_of_X_in_Y, where X is a material constituent of Y. It means the ratio of the mass of X to the mass of Y (including X). A chemical species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". In an atmosphere model, stratiform cloud is that produced by large-scale convergence (not the convection schemes). The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Cloud liquid water"" refers to the liquid phase of cloud water. A diameter of 0.2 mm has been suggested as an upper limit to the size of drops that shall be regarded as cloud drops; larger drops fall rapidly enough so that only very strong updrafts can sustain them. Any such division is somewhat arbitrary, and active cumulus clouds sometimes contain cloud drops much larger than this. Reference: AMS Glossary http://glossary.ametsoc.org/wiki/Cloud_drop.",,SDN:P07::CFV13A8
http://vocab.nerc.ac.uk/collection/P07/current/CF12N764/,tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_melting_to_cloud_liquid,"Mass fraction is used in the construction mass_fraction_of_X_in_Y, where X is a material constituent of Y. It means the ratio of the mass of X to the mass of Y (including X).  A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. In an atmosphere model, stratiform cloud is that produced by large-scale convergence (not the convection schemes).  The specification of a physical process by the phrase due_to_process means that the quantity named is a  single term in a sum of terms which together compose the general quantity  named by omitting the phrase.  ""tendency_of_X"" means derivative of X with respect to time.",,SDN:P07::CF12N764
http://vocab.nerc.ac.uk/collection/P07/current/CFV8N70/,sea_surface_swell_wave_mean_period_from_variance_spectral_density_first_frequency_moment,"The swell wave directional spectrum can be written as a  five dimensional function S(t,x,y,f,theta) where t is time, x and y are horizontal coordinates (such as longitude and latitude), f is frequency and theta is direction.  S can be integrated over direction to give S1= integral(S dtheta).  Frequency moments, M(n) of S1 can then be calculated as follows: M(n) = integral(S1 f^n df), where f^n is f to the power of n.  The first wave period, T(m1), is calculated as the ratio M(0)/M(1).",,SDN:P07::CFV8N70
http://vocab.nerc.ac.uk/collection/P07/current/CF12N141/,atmosphere_moles_of_gaseous_divalent_mercury,"The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ""Divalent mercury"" means all compounds in which the mercury has two binding sites to other ion(s) in a salt or to other atom(s) in a molecule.",,SDN:P07::CF12N141
http://vocab.nerc.ac.uk/collection/P07/current/EPRNJ853/,integral_wrt_time_of_radioactivity_concentration_of_232U_in_air,"The phrase ""integral_wrt_X_of_Y"" means int Y dX. The data variable should have an axis for X specifying the limits of the integral as bounds. The phrase ""wrt"" means ""with respect to"". ""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""U"" means the element ""uranium"" and ""232U"" is the isotope ""uranium-232"" with a half-life of 2.63e+04 days.",,SDN:P07::EPRNJ853
http://vocab.nerc.ac.uk/collection/P07/current/F4EUFP48/,surface_radioactivity_content_of_105Ru,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Ru"" means the element ""ruthenium"" and ""105Ru"" is the isotope ""ruthenium-105"" with a half-life of 1.85e-01 days.",,SDN:P07::F4EUFP48
http://vocab.nerc.ac.uk/collection/P07/current/SJGDJ1U7/,tidal_sea_surface_height_above_mean_sea_level,"""Sea surface height"" is a time-varying quantity. ""Height_above_X"" means the vertical distance above the named surface X. ""Mean sea level"" means the time mean of sea surface elevation at a given location over an arbitrary period sufficient to eliminate the tidal signals. The tidal component of sea surface height describes the predicted variability of the sea surface due to astronomic forcing (chiefly lunar and solar cycles) and shallow water resonance of tidal components; for example as generated based on harmonic analysis, or resulting from the application of harmonic tidal series as boundary conditions to a numerical tidal model.",,SDN:P07::SJGDJ1U7
